,FACILITY_ID,FACILITY_NAME_1,FIPS_1,COUNTY,NAICS_1,REPORTING_YEAR,UNIT_NAME_1,UNIT_TYPE,FUEL_TYPE_1,TIER,Capacity_1 (mmBtu/hr),FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
2048,1007390.0,,6013.0,,324110.0,2018.0,No. 6 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),775.0,0.0,.,na,na
2049,1007390.0,,6013.0,,324110.0,2018.0,No. 7 Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),668.0,0.0,.,na,na
2050,1007401.0,,39087.0,,325192.0,2018.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),250.0,755487340.93,scf,854708.8772431408,97.56950653460513
2051,1007401.0,,39145.0,,325192.0,2018.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),250.0,755487340.93,scf,854708.8772431408,97.56950653460513
2052,1007401.0,,39145.0,,325194.0,2018.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),250.0,755487340.93,scf,854708.8772431408,97.56950653460513
2053,1007405.0,,25009.0,,313312.0,2012.0,Boiler 2,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),69.5,0.0,gallons,0,0
2054,1007405.0,,25009.0,,313312.0,2016.0,Fleissner 5,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),6.0,0.0,scf,0,0
2055,1007405.0,,25009.0,,313312.0,2016.0,Monforts 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),15.0,0.0,scf,0,0
2056,1007415.0,,39131.0,,325188.0,2013.0,B044,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),81.0,0.0,gallons,0,0
2057,1007438.0,,48203.0,,325199.0,2018.0,3AWHB-B5B,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),159.8,465785527.7,scf,279471.3166199999,31.90311833561643
2058,1007438.0,,48203.0,,325199.0,2018.0,CP-52_15,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),687.0,283584631.0,scf,283284.542057,32.33841804303653
2059,1007438.0,,48203.0,,325199.0,2018.0,CP-52_15,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),687.0,260009027.0,scf,242328.413164,27.66306086347032
2060,1007453.0,,13103.0,,322121.0,2018.0,BO01 Tier 4,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,422.0,0.0,.,568181.8181818182,64.86093814860938
2061,1007453.0,,13103.0,,322121.0,2018.0,BO01 Tier 4,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,TIER 4,422.0,0.0,.,3333.333333333333,0.3805175038051751
2062,1007453.0,,13103.0,,322121.0,2018.0,BO01 Tier 4,CFB (Boiler  circulating fluidized bed),Petroleum Coke,TIER 4,422.0,0.0,.,1960000,223.7442922374429
2063,1007453.0,,13103.0,,322121.0,2018.0,BO01 Tier 4,CFB (Boiler  circulating fluidized bed),Wood and Wood Residuals (dry basis),TIER 4,422.0,0.0,.,1388.888888888889,0.1585489599188229
2064,1007453.0,,13103.0,,322121.0,2016.0,BO03,CFB (Boiler  circulating fluidized bed),Tires,TIER 4,422.0,0.0,.,196875,22.47431506849315
2065,1007453.0,,13103.0,,322121.0,2013.0,GP-CE01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),3.14,1829.765899750786,scf,1.884658876743309,0.0002151437073907887
2066,1007458.0,,48245.0,,324110.0,2018.0,HTU2 Rerun Tower Reboiler Fuel Gas,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),40.0,0.0,.,na,na
2067,1007458.0,,48245.0,,324110.0,2018.0,HTU3 Reboiler Heater,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),60.0,0.0,.,na,na
2068,1007458.0,,48245.0,,324110.0,2018.0,HTU6 Fractionator Reboiler,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),71.8,0.0,.,na,na
2069,1007458.0,,48245.0,,324110.0,2018.0,LHCU Prefac. Reboiler Heater,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),77.22,0.0,.,na,na
2070,1007458.0,,48245.0,,324110.0,2018.0,NHTU2 Splitter Reboiler,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),297.0,0.0,.,na,na
2071,1007458.0,,48245.0,,324110.0,2018.0,NHTU2 Stripper Reboiler,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),186.0,0.0,.,na,na
2072,1007458.0,,48245.0,,324110.0,2012.0,Utilities - 26 GEN,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),251.3,0.0,.,na,na
2073,1007458.0,,48245.0,,324110.0,2018.0,Utilities - 35 GEN,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),455.0,0.0,.,na,na
2074,1007458.0,,48245.0,,324110.0,2017.0,Utilities - 37 WHB,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),161.0,0.0,.,na,na
2075,1007458.0,,48245.0,,324110.0,2011.0,Utilities - Boiler 29,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),428.0,0.0,.,na,na
2076,1007458.0,,48245.0,,324110.0,2012.0,Utilities - Boiler 33,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),267.0,0.0,.,na,na
2077,1007458.0,,48245.0,,324110.0,2018.0,Utilities - Boiler 35,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),455.0,0.0,.,na,na
2078,1007458.0,,48245.0,,324110.0,2018.0,Utilities - Boiler 36,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),204.0,0.0,.,na,na
2079,1007458.0,,48245.0,,324110.0,2018.0,Utilities - Boiler 43,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),837.0,0.0,.,na,na
2080,1007458.0,,48245.0,,324110.0,2018.0,Utilities - Boiler 43,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),837.0,0.0,.,na,na
2081,1007458.0,,48245.0,,324110.0,2018.0,Utilities - Boiler 46,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),596.0,0.0,.,na,na
2082,1007458.0,,48245.0,,324110.0,2017.0,VPS4 Naphtha Splitter Reboiler,PRH (Process Heater),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),73.8,0.0,.,na,na
2083,1007466.0,,42045.0,,324110.0,2013.0,033 - Boiler 8,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),335.0,0.0,.,na,na
2084,1007466.0,,42045.0,,324110.0,2018.0,034 - Boiler 9,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),350.0,0.0,.,na,na
2085,1007466.0,,42045.0,,324110.0,2018.0,036 - Boiler 14,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),346.9,0.0,.,na,na
2086,1007466.0,,42045.0,,324110.0,2018.0,GP-01 NS Fuel Gas,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),248.0,0.0,.,na,na
2087,1007466.0,,42045.0,,324110.0,2018.0,GP-02 Iso Fuel Gas,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),76.0,0.0,.,na,na
2088,1007466.0,,42045.0,,324110.0,2018.0,GP-03 Amine Fuel Gas,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),56.0,0.0,.,na,na
2089,1007466.0,,42045.0,,324110.0,2018.0,GP-05 Platformer Fuel Gas,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),160.12,0.0,.,na,na
2090,1007491.0,,2090.0,,324110.0,2017.0,GP-CU1A/CU1B,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),0.0,0.0,.,na,na
2091,1007491.0,,2090.0,,324110.0,2016.0,GP-CU1A/CU1B,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),120.0,0.0,.,na,na
2092,1007506.0,,30111.0,,324110.0,2018.0,GP-AG-2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),1.8,0.0,.,na,na
2093,1007506.0,,30111.0,,324110.0,2018.0,GP-AG-5,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),90.0,0.0,.,na,na
2094,1007511.0,,18129.0,,325211.0,2017.0,Erie Steam Flow,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2c  steam generation),245.0,0.0,tons,0,0
2095,1007511.0,,18129.0,,325211.0,2016.0,Lasker Steam Flow,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2c  steam generation),128.7,0.0,tons,0,0
2096,1007514.0,,72017.0,,325411.0,2013.0,GP- South Plant Boilers,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),50.8,0.0,gallons,0,0
2097,1007514.0,,72017.0,,325412.0,2013.0,GP- South Plant Boilers,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),50.8,0.0,gallons,0,0
2098,1007515.0,,51069.0,,311511.0,2018.0,GP-Winchester Stationary Combustion,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),170.0,1289538082.0,scf,1360722.682374,155.333639540411
2099,1007515.0,,51069.0,,311511.0,2018.0,GP-Winchester Stationary Combustion,OCS (Other combustion source),Other Biomass Gases,Tier 2 (Equation C-2a),170.0,63969665.0,scf,67500.89459503545,7.705581574775736
2100,1007518.0,,17119.0,,324110.0,2018.0,Boiler 18,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),249.0,0.0,.,na,na
2101,1007518.0,,17119.0,,324110.0,2016.0,Boiler 18,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),249.0,0.0,.,na,na
2102,1007518.0,,17119.0,,324110.0,2018.0,Boiler 19,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),405.0,0.0,.,na,na
2103,1007518.0,,17119.0,,324110.0,2017.0,Boiler 19,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),405.0,0.0,.,na,na
2104,1007518.0,,17119.0,,324110.0,2018.0,Boiler 4,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),94.0,0.0,.,na,na
2105,1007518.0,,17119.0,,324110.0,2018.0,Boiler 5,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),74.9,0.0,.,na,na
2106,1007566.0,,54003.0,,327310.0,2017.0,GP-PROPANE,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.11,0.0,gallons,0,0
2107,1007571.0,,37051.0,,311613.0,2015.0,GP- Fayetteville,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),61.5,379.0,gallons,52.30200000000001,0.00597054794520548
2108,1007574.0,,48201.0,,325211.0,2018.0,120,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,327468156.284393,scf,337619.6691292092,38.54105811977274
2109,1007574.0,,48201.0,,325211.0,2015.0,Temp Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),90.0,69863813.0,scf,71819.999764,8.198630110045661
2110,1007595.0,,34023.0,,324110.0,2014.0,E&I Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),1.43,0.0,gallons,0,0
2111,1007595.0,,34023.0,,324110.0,2014.0,Warehouse Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.6,0.0,gallons,0,0
2112,1007595.0,,34023.0,,324110.0,2013.0,West Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),106.0,0.0,.,na,na
2113,1007620.0,,42049.0,,324199.0,2012.0,GP- Boiler 1 and 2,OCS (Other combustion source),Bituminous,Tier 1 (Equation C-1),90.0,0.0,tons,0,0
2114,1007620.0,,42049.0,,324199.0,2012.0,GP- Boiler 1 and 2,OCS (Other combustion source),Coke,Tier 1 (Equation C-1),90.0,0.0,tons,0,0
2115,1007622.0,,22097.0,,324110.0,2014.0,GP-Complex 1 FG,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),245.4,0.0,.,na,na
2116,1007622.0,,22097.0,,324110.0,2015.0,GP-Complex 1 FG,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),350.0,0.0,.,na,na
2117,1007626.0,,22101.0,,325180.0,2017.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),150.0,281268322.0,scf,292406.5475512,33.37974287114155
2118,1007626.0,,22101.0,,325182.0,2017.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),150.0,281268322.0,scf,292406.5475512,33.37974287114155
2119,1007627.0,,28077.0,,322130.0,2015.0,Combination Boiler,S (Stoker Boiler),Tires,Tier 1 (Equation C-1),917.0,25.299523089449806,tons,708.3866465045946,0.08086605553705419
2120,1007643.0,,22033.0,,324110.0,2018.0,SCOLA,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),7.5,0.0,.,na,na
2121,1007643.0,,22033.0,,324110.0,2017.0,VCU propane,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),42.0,0.0,gallons,0,0
2122,1007644.0,,55099.0,,322110.0,2018.0,B24,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),249.0,8850.0,tons,231136.8828380974,26.38548890845861
2123,1007644.0,,55099.0,,322110.0,2018.0,B24,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2a),249.0,80209.0,tons,2094831.439046436,239.1360090235657
2124,1007644.0,,55099.0,,322110.0,2012.0,B24,S (Stoker Boiler),Wood and Wood Residuals,Tier 2 (Equation C-2c  steam generation),249.0,0.0,tons,1529392.324093817,174.5881648508923
2125,1007644.0,,55099.0,,322110.0,2014.0,b20,OB (Boiler  other),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2a),97.5,3438.0,tons,59477.4,6.789657534246576
2126,1007644.0,,55099.0,,322121.0,2018.0,B24,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),249.0,8850.0,tons,231136.8828380974,26.38548890845861
2127,1007644.0,,55099.0,,322121.0,2018.0,B24,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2a),249.0,80209.0,tons,2094831.439046436,239.1360090235657
2128,1007644.0,,55099.0,,322121.0,2012.0,B24,S (Stoker Boiler),Wood and Wood Residuals,Tier 2 (Equation C-2c  steam generation),249.0,0.0,tons,1529392.324093817,174.5881648508923
2129,1007644.0,,55099.0,,322121.0,2014.0,b20,OB (Boiler  other),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2a),97.5,3438.0,tons,59477.4,6.789657534246576
2130,1007658.0,,53053.0,,324110.0,2014.0,GP-1,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),105.9,0.0,.,na,na
2131,1007658.0,,53053.0,,324110.0,2018.0,GP-2,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),99.0,0.0,gallons,0,0
2132,1007658.0,,53053.0,,324110.0,2016.0,J-222,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),0.1,0.0,gallons,0,0
2133,1007658.0,,53053.0,,324110.0,2012.0,J-222,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),1.3391600000000001,0.0,gallons,0,0
2134,1007661.0,,5139.0,,324110.0,2017.0,Cogeneration Unit  (SN-25),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),50.3,0.0,scf,0,0
2135,1007695.0,,31119.0,,331111.0,2018.0,GP-NSNE Stationary Combustion Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.0,540.2,gallons,74.54760000000002,0.008510000000000002
2136,1007695.0,,31167.0,,331110.0,2018.0,GP-NSNE Stationary Combustion Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.0,540.2,gallons,74.54760000000002,0.008510000000000002
2137,1007695.0,,31167.0,,331111.0,2018.0,GP-NSNE Stationary Combustion Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.0,540.2,gallons,74.54760000000002,0.008510000000000002
2138,1007717.0,,8123.0,,325992.0,2015.0,GP-C70 Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),205.0,277.9,gallons,38.3502,0.004377876712328767
2139,1007717.0,,8123.0,,325992.0,2015.0,GP-C70 Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),205.0,541477413.6,scf,583558.5200155603,66.61626940816899
2140,1007739.0,,30013.0,,324110.0,2014.0,GP-2,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),63.0,0.0,.,na,na
2141,1007739.0,,30013.0,,324110.0,2017.0,GP-2,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),71.0,0.0,.,na,na
2142,1007739.0,,30013.0,,324110.0,2013.0,GP-2,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),104.45,0.0,.,na,na
2143,1007741.0,,2122.0,,324110.0,2014.0,GP-3 iC4 AMP,OCS (Other combustion source),Isobutane,Tier 1 (Equation C-1),165.0,0.0,gallons,0,0
2144,1007741.0,,2122.0,,324110.0,2014.0,GP-4 nC4 AMP,OCS (Other combustion source),Butane,Tier 1 (Equation C-1),165.0,0.0,gallons,0,0
2145,1007741.0,,2122.0,,324110.0,2018.0,GP-5 Fuel Gas FGCU,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),165.0,0.0,.,na,na
2146,1007741.0,,2122.0,,324110.0,2014.0,GP-6 C3 AMP,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),165.0,0.0,gallons,0,0
2147,1007741.0,,2122.0,,324110.0,2014.0,GP-7 LPG CoGen,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),51.0,0.0,gallons,0,0
2148,1007767.0,,28087.0,,325180.0,2014.0,BOILER AB-012,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),87.0,0.0,scf,0,0
2149,1007767.0,,28087.0,,325188.0,2014.0,BOILER AB-012,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),87.0,0.0,scf,0,0
2150,1007770.0,,1033.0,,325311.0,2017.0,GP-Nat Gas Fired Equip (<100 MMBtu/hr),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),97.6,330204114.33939505,scf,350156.9055065376,39.97224948704768
2151,1007804.0,,47065.0,,322130.0,2014.0,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),100.0,676.0411032990806,gallons,93.29367225527314,0.01064996258621839
2152,1007805.0,,6013.0,,325199.0,2018.0,GP- Diesel Usage,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),100.0,117.5723657911444,gallons,16.22498647917793,0.001852167406298851
2153,1007805.0,,6013.0,,325199.0,2018.0,GP- Gasoline Use,OCS (Other combustion source),Motor Gasoline,Tier 1 (Equation C-1),100.0,0.0,gallons,0,0
2154,1007844.0,,34015.0,,324110.0,2018.0,A-Boiler,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 3 (Equation C-4  liquid fuel),484.0,740497.0,gallons,102188.586,11.66536369863014
2155,1007844.0,,34015.0,,324110.0,2010.0,Boiler 3A,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),90.0,0.0,.,na,na
2156,1007844.0,,34015.0,,324110.0,2018.0,C-Boiler,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),484.0,2443617189.0,scf,2971438.501824,339.2053084273973
2157,1007866.0,,18127.0,,331110.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),11.5,77917779.0,scf,79697.42107236,9.097879117849315
2158,1007866.0,,18127.0,,331111.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),11.5,77917779.0,scf,79697.42107236,9.097879117849315
2159,1007867.0,,47071.0,,322130.0,2013.0,Combination Boiler #1,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),400.0,0.0,gallons,0,0
2160,1007867.0,,47071.0,,322130.0,2013.0,Combination Boiler #1,OB (Boiler  other),Used Oil,Tier 3 (Equation C-4  liquid fuel),400.0,0.0,.,na,na
2161,1007867.0,,47071.0,,322130.0,2018.0,Combination Boiler #2,OB (Boiler  other),Bituminous,TIER 4,860.0,0.0,.,909.0909090909091,0.103777501037775
2162,1007867.0,,47071.0,,322130.0,2018.0,Combination Boiler #2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),TIER 4,860.0,0.0,.,1140000,130.1369863013699
2163,1007867.0,,47071.0,,322130.0,2018.0,Combination Boiler #2,OB (Boiler  other),Tires,TIER 4,860.0,0.0,.,350625,40.02568493150685
2164,1007867.0,,47071.0,,322130.0,2015.0,Combination Boiler #2,OB (Boiler  other),Used Oil,TIER 4,860.0,0.0,.,0,0
2165,1007867.0,,47071.0,,322130.0,2010.0,Combination Boiler #2,S (Stoker Boiler),Bituminous,Tier 3 (Equation C-3  solid fuel),1000.0,0.0,.,na,na
2166,1007867.0,,47071.0,,322130.0,2010.0,Combination Boiler #2,S (Stoker Boiler),Tires,Tier 3 (Equation C-3  solid fuel),1000.0,0.0,.,na,na
2167,1007868.0,,48355.0,,325211.0,2018.0,310B16,OB (Boiler  other),Other Oil (>401 deg F),Tier 1 (Equation C-1),129.0,0.0,gallons,0,0
2168,1007877.0,,8013.0,,327310.0,2018.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),30.0,122786100.0,scf,135017.6829237,15.41297750270548
2169,1007882.0,,54029.0,,324110.0,2012.0,GP-FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),159.5,0.0,gallons,0,0
2170,1007882.0,,54029.0,,324110.0,2018.0,GP-RFG,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),159.5,0.0,.,na,na
2171,1007909.0,,48245.0,,325110.0,2018.0,GP-G-Frn-Ht-WHB,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),196.2,0.0,.,na,na
2172,1007909.0,,48245.0,,325110.0,2018.0,GP-G-H-K2-001/-002,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),206.5,0.0,.,na,na
2173,1007909.0,,48245.0,,325110.0,2018.0,H-K2-003,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),285.1,0.0,.,na,na
2174,1007909.0,,48245.0,,325110.0,2018.0,H-K2-004,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),274.0,0.0,.,na,na
2175,1007909.0,,48245.0,,325110.0,2018.0,HK-11,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),285.0,0.0,.,na,na
2176,1007909.0,,48245.0,,325110.0,2018.0,HK-9,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),212.0,0.0,.,na,na
2177,1007912.0,,45043.0,,322121.0,2018.0,GP- Miscellaneous Natural Gas Consumer,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),0.3,0.0,scf,0,0
2178,1007912.0,,45043.0,,322121.0,2010.0,PB1,S (Stoker Boiler),Bituminous,Tier 3 (Equation C-3  solid fuel),592.0,0.0,.,na,na
2179,1007912.0,,45043.0,,322121.0,2010.0,PB1,S (Stoker Boiler),Tires,Tier 3 (Equation C-3  solid fuel),592.0,0.0,.,na,na
2180,1007912.0,,45043.0,,322121.0,2010.0,PB1,S (Stoker Boiler),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),592.0,0.0,.,na,na
2181,1007913.0,,21019.0,,324110.0,2016.0,2-116-B-2,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),431.0,0.0,.,na,na
2182,1007913.0,,21019.0,,324110.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),249.9,1459.856875240044,gallons,201.460248783126,0.0229977452948774
2183,1007913.0,,21019.0,,324110.0,2018.0,GP-1,OCS (Other combustion source),Motor Gasoline,Tier 1 (Equation C-1),249.9,1036.741669040159,gallons,129.5927086300199,0.01479368819977397
2184,1007913.0,,21019.0,,324110.0,2015.0,GP-1,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),249.9,85355.44445799293,scf,na,na
2185,1007923.0,,8001.0,,324110.0,2017.0,B504,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),189.0,566775165.0,scf,583778.41995,66.64137214041095
2186,1007923.0,,8001.0,,324110.0,2011.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),1.53,0.0,gallons,0,0
2187,1007923.0,,8001.0,,324110.0,2015.0,GP-2,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),161.0,0.0,.,na,na
2188,1007923.0,,8001.0,,324110.0,2015.0,GP-3,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),153.0,0.0,.,na,na
2189,1007936.0,,48341.0,,324110.0,2014.0,Temp Boiler #1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),90.0,0.0,scf,0,0
2190,1007936.0,,48341.0,,324110.0,2015.0,Temp Boiler #3,OB (Boiler  other),Fuel Gas,Tier 1 (Equation C-1),90.0,0.0,scf,0,0
2191,1007937.0,,19163.0,,331315.0,2017.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),21.4,0.0,scf,0,0
2192,1007937.0,,19163.0,,331315.0,2018.0,GP-01,OCS (Other combustion source),Used Oil,Tier 1 (Equation C-1),21.4,0.0,gallons,0,0
2193,1007942.0,,20113.0,,324110.0,2010.0,EH-BH-4,S (Stoker Boiler),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),95.0,0.0,.,na,na
2194,1007942.0,,20113.0,,324110.0,2010.0,EH-BH-6,S (Stoker Boiler),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),110.0,0.0,.,na,na
