state,fips,county,eis_facility_id,company_name,site_name,naics_code,zip_code,eis_unit_id,unit_type,unit_description,design_capacity,design_capacity_uom,eis_process_id,process_description,calc_data_year,naics_sub,cap_mmbtuhr,fuel_type,data_source
CA,6111,Ventura,3696911,SATICOY FOODS CORP,SATICOY FOODS CORP,311421,93060,36898413,Boiler,dixon boiler,0.1,E6BTU/HR,49364514,dixon boiler 12.6 mmbtu/hr,,311,0.1,,NEI
CA,6111,Ventura,6578211,BAXTER HEALTHCARE,"BAXALTA US, INC, THOUSAND OAKS",325412,91320,17883613,Boiler,cleaver brooks boiler,0.1,E6BTU/HR,49506814,10.21 mmbtu/hr boiler,,325,0.1,,NEI
CA,6109,Tuolumne,5705811,SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC IND. (CHINESE),321999,95309,23047413,Boiler,milling saws,0.1,E6BTU/HR,50268714,saws,,321,0.1,,NEI
CA,6109,Tuolumne,5705611,SIERRA PACIFIC INDUSTRIES,Sierra Pacific Industries,321113,95373,23048913,Boiler,zurn 179 mmbtu (100k pph) boiler,7.5,MW,50422014,zurn biomass fired boiler,,321,25.5975,biomass,NEI
CA,6099,Stanislaus,663611,FOSTER FARMS/ENV AFFAIRS MGR,FOSTER TURKEY PRODUCTS,311615,95380,46084113,Boiler,12.6 mmbtu/hr boiler - ng/fuel oil,0.1,E6BTU/HR,53132914,12.6 mmbtu/hr boiler - ng,,311,0.1,fuel oil,NEI
CA,6107,Tulare,2057811,"SAPUTO CHEESE USA, INC.","SAPUTO CHEESE USA, INC.",311513,93274,42325013,Boiler,19.95 mmbtu/hr boiler - ng,0.1,E6BTU/HR,50657514,19.95 mmbtu/hr boiler - ng,,311,0.1,natural gas,NEI
WA,53015,Cowlitz,7000311,Nippon Dynowave,Nippon Dynawave Packaging Co.,322110,98632,14251913,Boiler,blr #11 hf thru electrostatic preci,1030.0,E6BTU/HR,1976114,hfb#11 - hog fuel,,322,1030.0,,NEI
WA,53015,Cowlitz,7000311,Nippon Dynowave,Nippon Dynawave Packaging Co.,322110,98632,14251813,Boiler,boiler #9 res oil nat gas (pb 9),437.0,E6BTU/HR,1976314,power boiler #9: natural gas,,322,437.0,fuel oil,NEI
WA,53015,Cowlitz,7000311,Nippon Dynowave,Nippon Dynawave Packaging Co.,322110,98632,14251713,Boiler,boiler #7 res oil nat gas (pb 7),224.0,E6BTU/HR,1976514,power boiler #7: natural gas,,322,224.0,fuel oil,NEI
WA,53015,Cowlitz,7000311,Nippon Dynowave,Nippon Dynawave Packaging Co.,322110,98632,14251513,Boiler,recovery boiler 10 (rb 10),808.0,E3LB/HR,1976814,recovery boiler #10 - liquor firing,,322,808.0,,NEI
NE,31155,Saunders,7304111,,Darling Ingredients Inc,311613,68066-5530,8395713,Boiler,boiler burning natural gs,0.01,E6BTU/HR,21668314,boiler burning nat gas,,311,0.01,,NEI
NE,31155,Saunders,7304111,,Darling Ingredients Inc,311613,68066-5530,8395613,Boiler,gas fired boiler,0.01,E6BTU/HR,21668414,ntural gas boiler,,311,0.01,,NEI
NE,31155,Saunders,7304111,,Darling Ingredients Inc,311613,68066-5530,8395513,Boiler,gas fired boiler,0.01,E6BTU/HR,21668514,natural gas boiler,,311,0.01,natural gas,NEI
KS,20175,Seward,3806911,"NATIONAL BEEF PACKING COMPANY, L.L.C.",National Beef Packing - Liberal,311611,67901,37510513,Boiler,11.2mmbtu/hr ia-kilhvac2,11.2,E6BTU/HR,39296014,11.2mmbtu/hr nat gas htr,,311,11.2,,NEI
KS,20055,Finney,3168211,"TYSON FRESH MEATS, INC.",Tyson Fresh Meats - Holcomb,311611,67851,38761513,Boiler,eu-blr3,0.01,E6BTU/HR,38148314,boiler #3,,311,0.01,,NEI
KS,20175,Seward,3806911,"NATIONAL BEEF PACKING COMPANY, L.L.C.",National Beef Packing - Liberal,311611,67901,37510813,Boiler,15mmbtu/hr ia-kilhvac1,15.0,E6BTU/HR,39295714,15mmbtu/hr natgas heater,,311,15.0,,NEI
KS,20057,Ford,3662011,"NATIONAL BEEF PACKING COMPANY, L.L.C.",National Beef Packing - Dodge City,311611,67801,37566313,Boiler,eu-boiler7,49.0,E6BTU/HR,37931314,49.0 mmbtu/hr natural gas,,311,49.0,natural gas,NEI
KS,20175,Seward,3806911,"NATIONAL BEEF PACKING COMPANY, L.L.C.",National Beef Packing - Liberal,311611,67901,37507213,Boiler,5mmbtu/hr ia-nfab2,5.0,E6BTU/HR,39299314,5mmbtu/hr natgas heater,,311,5.0,,NEI
KS,20057,Ford,3662011,"NATIONAL BEEF PACKING COMPANY, L.L.C.",National Beef Packing - Dodge City,311611,67801,37571713,Boiler,eu-boiler6,49.0,E6BTU/HR,37987314,49.0 mmbtu/hr natural gas,,311,49.0,natural gas,NEI
KS,20173,Sedgwick,8066811,EVONIK CORPORATION,Evonik Corp. - Haysville,325110,67060,6276613,Boiler,boiler #4-used for steam,10.5,E6BTU/HR,38796214,boiler #4-used for steam,,325,10.5,,NEI
KS,20133,Neosho,5414511,"HBD/THERMOID, INC.",HBD/Thermoid,326220,66720,27355213,Boiler,60hp nat gas boiler,60.0,HP,37690214,60hp nat gas boiler,,326,2.07,,NEI
KS,20209,Wyandotte,4609211,Cargill Feed and Nutrition Kansas City,Cargill Feed and Nutrition Kansas City,311119,66111,28395513,Boiler,boiler l42657,150.0,E6BTU/HR,40288814,boiler l42657,,311,150.0,,NEI
KS,20209,Wyandotte,8079511,CertainTeed LLC,CertainTeed - Kansas City,327993,66115,6221213,Boiler,boiler,0.01,E6BTU/HR,38791114,aosmith chrysler building water heater,,327,0.01,,NEI
KS,20005,Atchison,8066311,"MGPI PROCESSING, INC.",MGPI Processing,312140,66002,6286913,Boiler,30 nat gas space heaters,0.01,E6BTU/HR,38465914,30 nat gas space heaters,,312,0.01,,NEI
KS,20005,Atchison,8066311,"MGPI PROCESSING, INC.",MGPI Processing,312140,66002,6285813,Boiler,distillery-boilers 6&7,0.01,E6BTU/HR,38467214,boilers 6&7,,312,0.01,,NEI
ID,16029,Caribou,948411,Agrium,ITAFOS CONDA LLC,325312,83276,47894413,Boiler,b-5 nebraska boiler,214.0,E6BTU/HR,47141114,b-5 nebraska boiler,,325,214.0,,NEI
CO,8059,Jefferson,896011,,LOCKHEED MARTIN - WATERTON PLANT USAF PJ,336414,80125,46620513,Boiler,pwr hse boiler 27 mmbtu,26.8,E6BTU/HR,47941314,1 boiler - natural gas,,336,26.8,natural gas,NEI
CO,8059,Jefferson,896011,,LOCKHEED MARTIN - WATERTON PLANT USAF PJ,336414,80125,46620413,Boiler,combp propane combustion,0.01,E6BTU/HR,47941414,propane combustion,,336,0.01,,NEI
CO,8101,Pueblo,4350411,,CF & I STEEL L P,331110,81006,36416213,Boiler,ng vacuum degas boiler,37.0,E6BTU/HR,47795514,natural gas,,331,37.0,natural gas,NEI
CO,8059,Jefferson,896011,,LOCKHEED MARTIN - WATERTON PLANT USAF PJ,336414,80125,46620313,Boiler,combn-nat.gas combustion,0.01,E6BTU/HR,47941514,natural gas combustion,,336,0.01,natural gas,NEI
CO,8059,Jefferson,896011,,LOCKHEED MARTIN - WATERTON PLANT USAF PJ,336414,80125,46620213,Boiler,combfab kewanee boiler,12.5,E6BTU/HR,47941614,kewanee boiler - natural gas combustion,,336,12.5,natural gas,NEI
AR,5127,Scott,994611,WEST FRASER MANSFIELD/James Travis,WEST FRASER MANSFIELD,321113,72944,47012613,Boiler,boiler #1,29.0,E6BTU/HR,62206014,boiler #1,,321,29.0,,NEI
AR,5039,Dallas,863911,RAY WHITE LUMBER COMPANY/DON WHITE,RAY WHITE LUMBER COMPANY,321113,71763,47481813,Boiler,sn:04 wood fired boiler,5.0,E6BTU/HR,61984214,sn:04 wood fired boiler,,321,5.0,biomass,NEI
AR,5013,Calhoun,993211,"Aerojet Rocketdyne, Inc.","AEROJET ROCKETDYNE, INC.",332993,71701,47057113,Boiler,n/g fired boilers (6 units),10.2,E6BTU/HR,59103314,sn-69 n/g fired boilers (6 units),,332,10.2,,NEI
AR,5011,Bradley,1090511,"ARMSTRONG FLOORING, INC.","ARMSTRONG FLOORING, INC. - WITT PLANT",321918,71671,47566513,Boiler,wood fired boiler,53.5,E6BTU/HR,62330514,wood fired boiler,,321,53.5,biomass,NEI
AR,5003,Ashley,1091211,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS,32211,71635,47545613,Boiler,sn03 10a boiler ng/wood,1000.0,E6BTU/HR,87035814,sn:03 boil 10a woodwaste-reported as woodwaste only,,322,1000.0,biomass,NEI
AR,5003,Ashley,1091211,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS,32211,71635,63298613,Boiler,"sn18, 19, 22 boilers",1300.0,E6BTU/HR,87035914,sn18 5a boiler ng,,322,1300.0,natural gas,NEI
OR,41039,Lane,971211,Flakeboard America Ltd.,Flakeboard America Limited - Eugene MDF,321219,97402,63596713,Boiler,boilers for steam heat to press and,51.0,E6BTU/HR,87645414,boiler-2 ng fired cleaverbrook 51 mmbtu/hr.,,321,51.0,natural gas,NEI
OR,41039,Lane,5615511,Rosboro,"ROSBORO, LLC, VAUGHN LAM. COMPLEX",321213,97487,63597113,Boiler,boiler for steam heat to kilns,35.0,E6BTU/HR,87646514,"boiler, hogged fuel fired dutch oven, 35mm btu/hr",,321,35.0,,NEI
OR,41039,Lane,970111,"Swanson Group Mfg., LLC","SWANSON GROUP MFG. LLC, SPRINGFIELD",321212,97477,63599413,Boiler,boilers,58.0,E6BTU/HR,87652214,"hogged fuel boiler, 58,000 lb/hr steam",,321,58.0,,NEI
OR,41039,Lane,972411,Na,INTERNATIONAL PAPER,32213,97477,63600413,Boiler,power boiler; 0.4mm lb steam/hr; 61,611.0,E6BTU/HR,87654514,"power boiler, ng fired",,322,611.0,natural gas,NEI
OR,41039,Lane,972411,Na,INTERNATIONAL PAPER,32213,97477,63600513,Boiler,package boiler; 0.25mm lb steam/hr;,340.0,E6BTU/HR,87654814,"package boiler, ng fired",,322,340.0,natural gas,NEI
MO,29159,Pettis,7286911,Na,TYSON POULTRY INC SEDALIA PROCESSING PLANT,311615,65301,59096013,Boiler,ep-36-wwtp boilers,0.01,E6BTU/HR,88101014,< 10 million btu/hr,,311,10.0,,NEI
MO,29159,Pettis,7286911,Na,TYSON POULTRY INC SEDALIA PROCESSING PLANT,311615,65301,59095813,Boiler,ep-58-hurst boiler,50.4,E6BTU/HR,88101214,10-100 million btu/hr,,311,50.4,,NEI
MO,29019,Boone,8499611,Na,"HUBBELL POWER SYSTEMS, INC ALLEN STREET COMPLEX",335313,65240,971813,Boiler,eu gal-6-galvanizing boilers (inclu,6.7,E6BTU/HR,88107614,< 10 million btu/hr,,335,6.7,,NEI
MO,29019,Boone,8499611,Na,"HUBBELL POWER SYSTEMS, INC ALLEN STREET COMPLEX",335313,65240,58917413,Boiler,eu machf01-evaporator: machine shop,0.01,E6BTU/HR,88109414,< 10 million btu/hr,,335,10.0,,NEI
MO,29217,Vernon,10734111,,ADM DEERFIELD,311224,64741,59239313,Boiler,eu-17-nebraska boiler,149.0,E6BTU/HR,88121914,process steam production,,311,149.0,,NEI
MO,29099,Jefferson,7272511,Na,METAL CONTAINER CORPORATION ARNOLD,332431,63010,8610013,Boiler,p003-can washer ovens,0.01,E6BTU/HR,88125214,hf emissions from all 4 washers,,332,0.01,,NEI
MO,29091,Howell,7369511,,"AHF, LLC DBA AHF PRODUCTS",321113,65775,58998213,Boiler,ep06-1000 hp boiler - wood fired,1000.0,HP,88128814,"wood-fired boiler (< 50,000 lb steam) **",,321,34.5,biomass,NEI
MO,29095,Jackson,8099011,Na,ALLIANT TECHSYSTEMS OPERATIONS LLC LAKE CITY ARMY AMMUNITION PLANT,332992,64051,6128213,Boiler,ep01-boiler #1,0.01,E6BTU/HR,88130714,grades 1 and 2 oil,,332,0.01,fuel oil,NEI
MO,29095,Jackson,8099011,Na,ALLIANT TECHSYSTEMS OPERATIONS LLC LAKE CITY ARMY AMMUNITION PLANT,332992,64051,59014613,Boiler,ep48-boiler 15b (#5 package boiler),33.5,E6BTU/HR,88132214,grades 1 and 2 oil,,332,33.5,fuel oil,NEI
MO,29187,St. Francois,7286311,Na,SRG GLOBAL-FARMINGTON,332813,63640,8559813,Boiler,ep05+ep06-emissions from natural ga,7.02,E6BTU/HR,88140414,< 10 million btu/hr,,332,7.02,,NEI
MO,29031,Cape Girardeau,8230611,Na,PROCTER AND GAMBLE PAPER PRODUCTS CO NEELYS LANDING,322220,63755,5686913,Boiler,boho3-boiler 3 natural gas fired bo,125.0,E6BTU/HR,88147814,> 100 million btu/hr,,322,125.0,natural gas,NEI
MO,29031,Cape Girardeau,8230611,Na,PROCTER AND GAMBLE PAPER PRODUCTS CO NEELYS LANDING,322220,63755,58949913,Boiler,boho5-boiler 5 natural gas fired bo,185.0,E6BTU/HR,88148514,> 100 million btu/hr,,322,185.0,natural gas,NEI
MO,29007,Audrain,10734211,,"POET BIOREFINING-LADDONIA, LLC",325193,63352,59221113,Boiler,ep-13-boiler #1,100.0,E6BTU/HR,88150214,10-100 million btu/hr,,325,100.0,,NEI
MO,29007,Audrain,10734211,,"POET BIOREFINING-LADDONIA, LLC",325193,63352,59222913,Boiler,ep-14-boiler #2,100.0,E6BTU/HR,88150314,10-100 million btu/hr,,325,100.0,,NEI
KS,20111,Lyon,8080911,"Camso Manufacturing USA, LTD.",Camso Mfg. USA,326291,66801,63909713,Boiler,10.2 mmbtu/hr boiler #2,10.2,E6BTU/HR,88541014,10.2 mmbtu/hr boiler,,326,10.2,,NEI
KS,20209,Wyandotte,8080011,PQ CORPORATION,PQ Corp.,325180,66105,6214213,Boiler,zeolite manufacturing,0.01,E6BTU/HR,88550714,zeolite manufacturing,,325,0.01,,NEI
TX,48469,Victoria,5679711,INVISTA S A R L,VICTORIA SITE,325110,77901,71554913,Boiler,aph boiler #1,400.0,E6BTU/HR,99054714,nan,,325,400.0,,NEI
TX,48469,Victoria,5679711,INVISTA S A R L,VICTORIA SITE,325110,77901,71555013,Boiler,aph boiler #2,400.0,E6BTU/HR,99054814,nan,,325,400.0,,NEI
TX,48469,Victoria,5679711,INVISTA S A R L,VICTORIA SITE,325110,77901,71555413,Boiler,"heat, steam and power, 8 boiler",520.0,E6BTU/HR,99055214,nan,,325,520.0,,NEI
TX,48439,Tarrant,5040611,ALCON LABORATORIES INC,PHARMACEUTICAL,325412,76002,71657013,Boiler,"cep-south - hurst boiler, 800-hp, l",800.0,HP,99172514,nan,,325,27.6,,NEI
TX,48201,Harris,6536811,ALBEMARLE CORPORATION,ALBEMARLE CORP,325110,77503,18420813,Boiler,#5 steam boiler,113.0,E6BTU/HR,8989414,nan,,325,113.0,,NEI
TX,48113,Dallas,6476311,TEXAS INSTRUMENTS INCORPORATED,CENTRAL EXPRESSWAY SITE NORTH CAMPUS,334413,75037,17703313,Boiler,texins boiler 182206,0.75,E6BTU/HR,10725514,nan,,334,0.75,,NEI
TX,48113,Dallas,6476311,TEXAS INSTRUMENTS INCORPORATED,CENTRAL EXPRESSWAY SITE NORTH CAMPUS,334413,75037,17703713,Boiler,dmos6 boiler 190312,21.4,E6BTU/HR,10724814,nan,,334,21.4,,NEI
TX,48201,Harris,4862611,DIXIE CHEMICAL COMPANY INC,BAYPORT FACILITY,325110,77571,29480913,Boiler,plant b boiler b-331,72.5,E6BTU/HR,7577614,nan,,325,72.5,,NEI
TX,48039,Brazoria,5633311,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,325110,77511,20850213,Boiler,an3 incinerator,200.0,E6BTU/HR,12987014,nan,,325,200.0,,NEI
TX,48245,Jefferson,5651711,EXXONMOBIL OIL CORP,POLYETHYLENE PLANT,325211,77707,19857413,Boiler,boiler,33.0,E6BTU/HR,5205114,nan,,325,33.0,,NEI
TX,48201,Harris,4056511,EXXONMOBIL CHEMICAL COMPANY,BAYTOWN OLEFINS PLANT,325110,77520,33522213,Boiler,heat recovery steam generator 4,387.0,E6BTU/HR,6460914,nan,,325,387.0,,NEI
TX,48039,Brazoria,4898311,SHINTECH INCORPORATED,SHINTECH FREEPORT PLANT,325211,77541,29087413,Boiler,boiler,72.0,E6BTU/HR,13081714,nan,,325,72.0,,NEI
TX,48201,Harris,6534611,INEOS STYROLUTION AMERICA LLC,INEOS STYROLUTION AMERICA BAYPORT PLANT,325110,77501,18491613,Boiler,steam boiler hb-1301,199.0,E6BTU/HR,9128114,nan,,325,199.0,,NEI
TX,48373,Polk,6498711,GEORGIA PACIFIC WOOD PRODUCTS LLC,CAMDEN PLYWOOD & LUMBER COMPLEX,321212,75934,19517013,Boiler,package boiler,155.0,E6BTU/HR,3005614,nan,,321,155.0,,NEI
TX,48355,Nueces,4188811,CITGO REFINING AND CHEMICALS COMPANY  LP,WEST PLANT FACILITY,324110,78409,35857813,Boiler,boiler no. 3,98.9,E6BTU/HR,2928014,nan,,324,98.9,,NEI
TX,48027,Bell,4882211,WILSONART LLC,TEMPLE NORTH LAMINATE FACILITY,326121,76501,29264113,Boiler,fume incinerator #3,31.5,E6BTU/HR,12715414,nan,,326,31.5,,NEI
TX,48355,Nueces,5862111,EQUISTAR CHEMICALS LP,CORPUS CHRISTI PLANT,325110,78412,22251313,Boiler,steam superheater b,146.0,E6BTU/HR,2464114,nan,,325,146.0,,NEI
TX,48355,Nueces,5656011,VALERO REFINING-TEXAS LP,VALERO CORPUS CHRISTI REFINING EAST,324110,78412,19713213,Boiler,e.p. boiler #1,120.0,E6BTU/HR,2706514,nan,,324,120.0,,NEI
TX,48245,Jefferson,6430411,MOTIVA CHEMICALS LLC,PORT ARTHUR CHEMICALS,325110,77640,16602713,Boiler,superheater b,231.0,E6BTU/HR,5377014,nan,,325,231.0,,NEI
TX,48201,Harris,4182311,EQUISTAR CHEMICALS LP,LA PORTE COMPLEX,325110,77536,32761013,Boiler,g,290.0,E6BTU/HR,7258414,nan,,325,290.0,,NEI
TX,48201,Harris,6671611,MFG CHEMICAL LLC,MFG CHEMICAL PASADENA,325110,77507,18835413,Boiler,boiler 4001a,38.5,E6BTU/HR,6509614,nan,,325,38.5,,NEI
TX,48201,Harris,4058511,GB BIOSCIENCES LLC,GREENS BAYOU PLANT,325180,77001,33386613,Boiler,east package boiler,40.0,E6BTU/HR,9252414,nan,,325,40.0,,NEI
TX,48201,Harris,3689311,JACOB STERN AND SONS INC,JACOB STERN AND SONS,311613,77261,37355413,Boiler,boiler,18.0,E6BTU/HR,8763214,nan,,311,18.0,,NEI
TX,48071,Chambers,5728911,EXXONMOBIL CHEMICAL COMPANY,MONT BELVIEU PLASTICS PLANT,325211,77580,21975313,Boiler,boiler #2 b-95259,14.4,E6BTU/HR,10194114,nan,,325,14.4,,NEI
TX,48233,Hutchinson,4863711,TOKAI CARBON CB LTD,BORGER CARBON BLACK PLT,325180,79007,29409713,Boiler,no. 1 boiler,188.0,E6BTU/HR,4835814,nan,,325,188.0,,NEI
TX,48361,Orange,6497711,INTERNATIONAL PAPER COMPANY,ORANGE MILL,322121,77630,19539813,Boiler,p.f.i. boiler,260.0,E6BTU/HR,2388414,nan,,322,260.0,,NEI
TX,48361,Orange,3961411,ARLANXEO USA LLC,ORANGE PLANT,325212,77630,35649213,Boiler,eq-4v boiler,213.0,E6BTU/HR,3060414,nan,,325,213.0,,NEI
TX,48201,Harris,4167411,LYONDELLBASELL ACETYLS LLC,LYONDELLBASELL SYNGAS,325120,77571,33119813,Boiler,boiler,267.0,E6BTU/HR,8644914,nan,,325,267.0,,NEI
TX,48201,Harris,4941911,MULTI-CHEM GROUP LLC,BAYPORT PLANT,325110,77507,30908913,Boiler,boiler no. 1,21.0,E6BTU/HR,7179314,nan,,325,21.0,,NEI
TX,48039,Brazoria,3025611,HC MANVEL INC,ALCOHOL PURIFICATION & ESTERS,325110,77578,38188013,Boiler,boiler 1,6.0,E6BTU/HR,12933214,nan,,325,6.0,,NEI
TX,48029,Bexar,4882011,BOEING COMPANY,BOEING - SAN ANTONIO,336411,78232,29268713,Boiler,external combustion--0365_boil,2.0,E6BTU/HR,13319914,nan,,336,2.0,,NEI
TX,48029,Bexar,4882711,FLOWERS BAKING CO OF SAN ANTONIO LLC,FLOWERS SAN ANTONIO BAKERY,311812,78218,29239213,Boiler,steam boiler 2,7.25,E6BTU/HR,13005814,nan,,311,7.25,,NEI
CA,6077,San Joaquin,1535511,THE WINE GROUP INC,"THE WINE GROUP, INC.",312130,95366,45094013,Boiler,17.5 mmbtu/hr boiler - propane,0.1,E6BTU/HR,52241014,17.5 mmbtu/hr hurst boiler - propane,,312,0.1,,NEI
CA,6077,San Joaquin,7123511,"HOLZ RUBBER COMPANY, INC","HOLZ RUBBER COMPANY, INC",326291,95240,15069513,Boiler,12.5 mmbtu/hr boiler - ng/fuel oil,0.1,E6BTU/HR,51885614,12.5 mmbtu/hr dixon boiler - ng,,326,0.1,fuel oil,NEI
CA,6077,San Joaquin,2221211,HOGAN MANUFACTURING INC,"HOGAN MANUFACTURING, INC",332919,95320,42136213,Boiler,0.35 mmbtu/hr burn off oven - ng,0.1,E6BTU/HR,51888214,4.35 mmbtu/hr total combustion - ng,,332,0.1,natural gas,NEI
CA,6111,Ventura,639311,AMGEN INC.,AMGEN INC.,325412,91320,45291613,Boiler,bldg 31- b2,0.1,E6BTU/HR,51125414,3 mmbtu/hr cleaver brooks boiler(ng),,325,0.1,,NEI
CA,6107,Tulare,1976911,FOSTER FARMS PORTERVILLE PLANT,"FOSTER FARMS, PORTERVILLE PLANT",311211,93257,42878113,Boiler,oven - chicken processed,0.1,E6BTU/HR,50006714,oven - chicken processed,,311,0.1,,NEI
CA,6037,Los Angeles,4199211,NORTHROP GRUMMAN,NORTHROP GRUMMAN CORP AIRCRAFT INTEGRATION CENTER,336411,93550,33744513,Boiler,ex_cb_bl_b410_st4_01,0.1,E6BTU/HR,58585014,natural gas combustion,,336,0.1,natural gas,NEI
CA,6037,Los Angeles,98811,"PABCO BLDG PRODUCTS LLC,PABCO PAPER, DBA","PABCO BLDG PRODUCTS LLC,PABCO PAPER, DBA",327420,90058,51738113,Boiler,nan,0.1,E6BTU/HR,55304214,no description,,327,0.1,,NEI
CA,6081,San Mateo,573711,BIMBO BAKERIES USA,BIMBO BAKERIES USA,311812,94080,45875513,Boiler,steam boiler,0.1,E6BTU/HR,52234214,steam boiler,,311,0.1,,NEI
CA,6079,San Luis Obispo,7124111,CONOCO PHILLIPS SANTA MARIA FA,PHILLIPS 66 SANTA MARIA FA,324110,93420,15060913,Boiler,b505,0.1,E6BTU/HR,52914114,b505 fg power gen.,,324,0.1,,NEI
CA,6077,San Joaquin,1223011,ECKERT FROZEN FOODS/DEPT #2818,ECKERT FROZEN FOODS,311119,95320,43744513,Boiler,12.847 mmbtu/hr boiler - ng,0.1,E6BTU/HR,51555514,12.847 mmbtu/hr boiler - ng,,311,0.1,natural gas,NEI
CA,6077,San Joaquin,1222911,UNILEVER SUPPLY CHAIN INC,"MIZKAN AMERICA, INC",311119,95205,43744613,Boiler,73 mmbtu/hr boiler 1 - ng,0.1,E6BTU/HR,51556214,73 mmbtu/hr boiler 1 - ng,,311,0.1,natural gas,NEI
CA,6085,Santa Clara,750511,APPLIED MATERIALS,APPLIED MATERIALS,332410,95054,45536613,Boiler,"hot water boiler, b-1",0.1,E6BTU/HR,52899614,"hot water boiler, b-1",,332,0.1,,NEI
CA,6111,Ventura,1206311,ALUMINUM PRECISION PRODUCTS,"ALUMINUM PRECISION PRODUCTS, INC",332112,93033,43126213,Boiler,aging furnaces,0.1,E6BTU/HR,51437714,1mmbtu/hr af-ng,,332,0.1,natural gas,NEI
CA,6111,Ventura,1205611,ARCTURUS MANUFACTURING CO,ARCTURUS MANUFACTURING CO,332112,93033,43131813,Boiler,metal heat furn,0.1,E6BTU/HR,51440714,3-6.2 mmbtu/hr arcturus furnace - ng,,332,0.1,natural gas,NEI
CA,6111,Ventura,5705911,PROCTER & GAMBLE PAPER PRODUCTS CO.,PROCTER & GAMBLE PAPER PRODUCTS CO.,322291,93030,23045813,Boiler,babcock wilcox  boiler,0.1,E6BTU/HR,50750414,100 mmbtu/hr boiler #1-gas fired,,322,0.1,,NEI
CA,6039,Madera,1688111,VALLEY GRAIN/AZTECA MILLING,VALLEY GRAIN/AZTECA MILLING,311919,93638,44424813,Boiler,8.4 mmbtu/hr boiler - ng,0.1,E6BTU/HR,53830414,8.4 mmbtu/hr boiler - ng,,311,0.1,natural gas,NEI
CA,6077,San Joaquin,1685711,DART CONTAINER CORPORATION,DART CONTAINER CORPORATION,322219,95240,44433413,Boiler,14.65 mmbtu/hr boiler #2 - ng,0.1,E6BTU/HR,52518414,14.65 mmbtu/hr boiler #2 - ng - external,,322,0.1,natural gas,NEI
CA,6077,San Joaquin,1536611,CONCRETE INC,CONCRETE INC.,327320,95336,45087413,Boiler,concrete batching,0.1,E6BTU/HR,52856214,concrete batching,,327,0.1,,NEI
CA,6085,Santa Clara,6577611,APPLIED ANODIZE INC,APPLIED ANODIZE INC,332117,95131,17887013,Boiler,proheco gas burner,0.1,E6BTU/HR,49329414,proheco gas burner,,332,0.1,,NEI
CA,6085,Santa Clara,7067111,NORTHROP GRUMMAN SYSTEMS CORPO,NORTHROP GRUMMAN SYSTEMS CORPORATION,332439,94088,14506113,Boiler,"feedwater heater for s-5, s-6",0.1,E6BTU/HR,52643214,"feedwater heater for s-5, s-6",,332,0.1,,NEI
CA,6037,Los Angeles,103511,CALIFORNIA TECHNICAL PLATING CORP,CALIFORNIA TECHNICAL PLATING CORP,332813,91340,51699913,Boiler,nickel plating,0.1,E6BTU/HR,56872114,no description,,332,0.1,,NEI
CA,6029,Kern,4842911,"TRICOR REFINING, LLC","TRICOR REFINING, LLC",324110,93388,29708013,Boiler,100 mmbtu/hr boiler - ng,0.1,E6BTU/HR,60406014,100 mmbtu/hr boiler - nat gas,,324,0.1,natural gas,NEI
CA,6013,Contra Costa,213711,GENERAL CHEMICAL WEST LLC,CHEMTRADE WEST US LLC,325998,94801,51146613,Boiler,direct fired air preheater,0.1,E6BTU/HR,64224814,direct fired air preheater,,325,0.1,,NEI
CA,6111,Ventura,1206311,ALUMINUM PRECISION PRODUCTS,"ALUMINUM PRECISION PRODUCTS, INC",332112,93033,43126613,Boiler,solution furnace,0.1,E6BTU/HR,51436914,3.39mmbtu/hr solution furnace,,332,0.1,,NEI
CA,6111,Ventura,1609911,INTERNATIONAL PAPER,"NEW INDY OXNARD, LLC",322130,93033,45183813,Boiler,maxon burner,0.1,E6BTU/HR,62241914,boiler,,322,0.1,,NEI
CA,6077,San Joaquin,7126011,CORN PRODUCTS INTERNATIONAL INC.,INGREDION INCORPORATED,311221,95206,15037013,Boiler,2800 kw gas turbine - cogen,0.1,E6BTU/HR,52676114,gas turbine - cogen,,311,0.1,,NEI
CA,6111,Ventura,639311,AMGEN INC.,AMGEN INC.,325412,91320,45291813,Boiler,bldg 18n - e101b,34.0,E6BTU/HR,51125214,34 mmbtu/hr cleaver brooks  boiler  (ng) #b,,325,34.0,,NEI
CA,6111,Ventura,5705311,PAC FOUNDRIES,PAC FOUNDRIES,331524,93041,23051013,Boiler,furnaces,0.1,E6BTU/HR,50039214,2-furnaces aluminum ng,,331,0.1,natural gas,NEI
CA,6085,Santa Clara,1626111,BAY SHEETS,INTERNATIONAL PAPER,322211,95020,45159313,Boiler,boiler,0.1,E6BTU/HR,52892414,boiler,,322,0.1,,NEI
