FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
1004990,VCU EAST PLANT,51760,RICHMOND CITY,611310,2018,BOE-003,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,150.6,mmBtu/hr,255253000,scf,268015.65,30.59539384
1004990,VCU EAST PLANT,51760,RICHMOND CITY,611310,2016,BOE-002,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,150.6,mmBtu/hr,181894000,scf,190988.7,21.80236301
1004990,VCU EAST PLANT,51760,RICHMOND CITY,611310,2016,BOE-001,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,150.6,mmBtu/hr,196758000,scf,206595.9,23.58400685
1004990,VCU EAST PLANT,51760,RICHMOND CITY,611310,2018,BOE-001,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,150.6,mmBtu/hr,223591000,scf,234770.55,26.8002911
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2016,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,365312000,scf,374444.8,42.74484018
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2016,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,365312000,scf,374444.8,42.74484018
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2016,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,365312000,scf,374444.8,42.74484018
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2015,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,361315000,scf,369625.245,42.19466267
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2015,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,361315000,scf,369625.245,42.19466267
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2015,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,361315000,scf,369625.245,42.19466267
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2017,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,200388000,scf,205397.7,23.44722603
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2017,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,200388000,scf,205397.7,23.44722603
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2017,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,200388000,scf,205397.7,23.44722603
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2015,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,367986000,scf,376449.678,42.97370753
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2015,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,367986000,scf,376449.678,42.97370753
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2015,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,367986000,scf,376449.678,42.97370753
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2015,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,466194000,scf,476916.462,54.44251849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2015,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,466194000,scf,476916.462,54.44251849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2015,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,466194000,scf,476916.462,54.44251849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2018,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,248055688,scf,255001.2473,29.10973142
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2018,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,248055688,scf,255001.2473,29.10973142
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2018,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,248055688,scf,255001.2473,29.10973142
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2017,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,241834000,scf,247879.85,28.29678653
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2017,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,241834000,scf,247879.85,28.29678653
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2017,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,241834000,scf,247879.85,28.29678653
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2014,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,319238000,scf,328815.14,37.53597489
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2014,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,319238000,scf,328815.14,37.53597489
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2014,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,319238000,scf,328815.14,37.53597489
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2014,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,336841000,scf,346946.23,39.60573402
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2014,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,336841000,scf,346946.23,39.60573402
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2014,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,336841000,scf,346946.23,39.60573402
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2014,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,378103000,scf,389446.09,44.45731621
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2014,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,378103000,scf,389446.09,44.45731621
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2014,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,378103000,scf,389446.09,44.45731621
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2017,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,276817000,scf,283737.425,32.39011701
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2017,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,276817000,scf,283737.425,32.39011701
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2017,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,276817000,scf,283737.425,32.39011701
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2014,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,15813000,scf,16287.39,1.859291096
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2014,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,15813000,scf,16287.39,1.859291096
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2014,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,15813000,scf,16287.39,1.859291096
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2016,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,533642000,scf,546983.05,62.44098744
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2016,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,533642000,scf,546983.05,62.44098744
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2016,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,533642000,scf,546983.05,62.44098744
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2018,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,224564725,scf,230852.5373,26.35302937
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2018,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,224564725,scf,230852.5373,26.35302937
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2018,Cogeneration Boiler C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,224564725,scf,230852.5373,26.35302937
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2018,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,382457720,scf,393166.5362,44.88202468
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2018,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,382457720,scf,393166.5362,44.88202468
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2018,Cogeneration Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,382457720,scf,393166.5362,44.88202468
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2016,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17478000,scf,17914.95,2.045085616
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2016,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17478000,scf,17914.95,2.045085616
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2016,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17478000,scf,17914.95,2.045085616
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2016,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,446164000,scf,457318.1,52.20526256
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2016,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,446164000,scf,457318.1,52.20526256
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2016,Cogeneration Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,760,mmBtu/hr,446164000,scf,457318.1,52.20526256
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2018,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,19186102.99,scf,19723.31387,2.251519849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2018,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,19186102.99,scf,19723.31387,2.251519849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2018,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,19186102.99,scf,19723.31387,2.251519849
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2015,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,21340000,scf,21830.82,2.49210274
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2015,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,21340000,scf,21830.82,2.49210274
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2015,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,21340000,scf,21830.82,2.49210274
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH,221119,2017,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17030000,scf,17455.75,1.992665525
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221117,2017,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17030000,scf,17455.75,1.992665525
1006560,NEW HOPE POWER COMPANY,12099,PALM BEACH COUNTY,221119,2017,300 HP Refinery Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.2,mmBtu/hr,17030000,scf,17455.75,1.992665525
1006542,Trimble County,21223,Trimble,221112,2018,3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,100,mmBtu/hr,2399250,scf,2552.825993,0.291418492
1003043,Garyville Refinery,22095,ST JOHN THE BAPTIST,324110,2014,Unit 42 Boiler No. 1 (42-1601),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,388.08,mmBtu/hr,1213262508,scf,1213262.508,138.5002863
1003043,Garyville Refinery,22095,ST. JOHN THE BAPTIST PARISH,324110,2014,Unit 42 Boiler No. 1 (42-1601),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,388.08,mmBtu/hr,1213262508,scf,1213262.508,138.5002863
1002659,VEOLIA ENERGY GRAND RAPIDS  LLC,26081,KENT,221330,2017,EU-UNIT-03,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,120,mmBtu/hr,64801723,scf,66097.75746,7.545406103
1002659,VEOLIA ENERGY GRAND RAPIDS  LLC,26081,KENT,221330,2017,EU-UNIT-04,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,180,mmBtu/hr,277890444,scf,283448.2529,32.35710649
1002659,VEOLIA ENERGY GRAND RAPIDS  LLC,26081,KENT,221330,2017,EU-UNIT-02,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,120,mmBtu/hr,493493272,scf,503363.1374,57.46154537
1000912,Williams,45015,Berkeley,221112,2017,B540a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,1975770,scf,2040.97041,0.23298749
1000912,Williams,45015,Berkeley,221112,2018,B540a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,2926140,scf,3002.21964,0.342719137
1000912,Williams,45015,Berkeley,221112,2017,B560a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,925361,scf,955.897913,0.109120766
1000912,Williams,45015,Berkeley,221112,2018,B560a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,3826491,scf,3925.979766,0.448171206
1000912,Williams,45015,Berkeley,221112,2017,B580a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,3801481,scf,3926.929873,0.448279666
1000912,Williams,45015,Berkeley,221112,2018,B580a,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,25.66,mmBtu/hr,5227037,scf,5362.939962,0.612207758
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2017,900 hp Boiler #1--#4682,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,32.5,mmBtu/hr,31320000,scf,33606.36,3.836342466
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2015,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,30454000,scf,3234.2148,0.369202603
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2015,900 hp Boiler #1--#4682,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,32.5,mmBtu/hr,10331000,scf,1097.1522,0.125245685
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2016,1200 hp Boiler #2--#799501,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,66026000,scf,70779.872,8.079894064
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2015,1200 hp Boiler #2--#799501,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,59521000,scf,6321.1302,0.721590205
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2014,1200 hp Boiler #2--#799501,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,31475000,scf,3194.7125,0.364693208
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2014,900 hp Boiler #1--#4682,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,32.5,mmBtu/hr,8183000,scf,830.5745,0.094814441
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2016,1000 Hp Boiler - Temporary,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,40,mmBtu/hr,81897000,scf,87793.584,10.02209863
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2017,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,18662000,scf,20024.326,2.285881963
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2016,900 hp Boiler #1--#4682,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,32.5,mmBtu/hr,52351000,scf,56120.272,6.406423744
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2014,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,35130000,scf,3565.695,0.407042808
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2018,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,20900000,scf,22216.7,2.536152968
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2017,1200 hp Boiler #2--#799501,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,27975000,scf,30017.175,3.426618151
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2015,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,83,mmBtu/hr,310599000,scf,32985.6138,3.765481027
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2017,1000 Hp Boiler - Temporary,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,40,mmBtu/hr,17681000,scf,18971.713,2.165720662
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2016,1200 hp Boiler #3--12297,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,52,mmBtu/hr,88166000,scf,94513.952,10.78926393
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2017,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,83,mmBtu/hr,308661000,scf,331193.253,37.80744897
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2014,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,83,mmBtu/hr,328191000,scf,33311.3865,3.802669692
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2018,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,83,mmBtu/hr,354834000,scf,377188.542,43.05805274
1000855,Cargill Meat Solutions Corporation,31037,COLFAX,311611,2016,2000 hp Boiler #13--#19848,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,83,mmBtu/hr,171072000,scf,183389.184,20.93483836
1002006,Beaver Compressor Station,40007,BEAVER COUNTY,486210,2015,Boiler - 0960466-01,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,1.2,mmBtu/hr,690000,scf,690,0.078767123
1002006,Beaver Compressor Station,40007,BEAVER,486210,2015,Boiler - 0960466-01,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,1.2,mmBtu/hr,690000,scf,690,0.078767123
1007325,Emery Oleochemicals  LLC,39061,Hamilton,325199,2016,Boiler #10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,75,mmBtu/hr,250913000,scf,269731.475,30.79126427
1002305,WESTROCK TEXAS  L.P.,48241,JASPER COUNTY,322130,2014,No. 5 Power Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,321,mmBtu/hr,300584364.9,scf,307869.544,35.14492512
1002305,WESTROCK TEXAS  L.P.,48241,JASPER COUNTY,322130,2014,No. 6 Power Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,794,mmBtu/hr,387551064.1,scf,396676.0701,45.28265641
1002305,WESTROCK TEXAS  L.P.,48241,JASPER COUNTY,322130,2014,No. 2 Power Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,781,mmBtu/hr,920480263.8,scf,941808.0676,107.5123365
1001407,Dominion Energy Fairless  LLC,42017,Bucks,221112,2014,301,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,32.4,mmBtu/hr,7030910,scf,7241.8373,0.826693756
1000254,Eagle Natrium LLC - Natrium Plant,54051,Marshall,325180,2016,4,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,182,mmBtu/hr,580620042,scf,624166.5452,71.25188872
1000254,Eagle Natrium LLC - Natrium Plant,54051,Marshall,325181,2016,4,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,182,mmBtu/hr,580620042,scf,624166.5452,71.25188872
1000972,Canadys Steam,45029,Colleton,221112,2014,AXB2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,228,mmBtu/hr,0,scf,0,0
1003589,SHELL CHEMICAL COMPANY,1097,MOBILE COUNTY,324110,2014,#1 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,50,mmBtu/hr,175638879.6,scf,180012.2877,20.54934791
1003589,SHELL CHEMICAL COMPANY,1097,MOBILE,324110,2014,#1 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,50,mmBtu/hr,175638879.6,scf,180012.2877,20.54934791
1003589,SHELL CHEMICAL COMPANY,1097,MOBILE COUNTY,324110,2014,#2 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,50,mmBtu/hr,141982807.7,scf,145512.0133,16.61096042
1003589,SHELL CHEMICAL COMPANY,1097,MOBILE,324110,2014,#2 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,50,mmBtu/hr,141982807.7,scf,145512.0133,16.61096042
