index,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,TIER_2_METHOD_EQUATION,CO2_COMBUSTION_EMISSIONS,TIER2_CH4_COMBUSTION_EMISSIONS,TIER2_EQ_C2A_FUEL_QTY,TIER2_EQ_C2A_FUEL_QTY_UOM,TIER2_EQ_C2A_HHV,TIER2_EQ_C2A_HHV_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,BOILER_RATIO_B,HIGH_HEAT_VALUE_UOM,ANNUAL_HHV,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
16996,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,MWC (Municipal waste combustor),Municipal Solid Waste,,,DAVIS,49011,562212,Tier 2 (Equation C-2c  steam generation),39361.7,13.89,,,,,,,,62.52,mmBtu/hr,,0.00122,,,355718726.8,tons,433976.8467,lb steam,49.54073593
16997,1007282,2010,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,MWC (Municipal waste combustor),Municipal Solid Waste,,,DAVIS,49011,562212,Tier 2 (Equation C-2c  steam generation),38971.5,13.75,,,,,,,,62.52,mmBtu/hr,,,,,,tons,429674.7519,lb steam,49.04962922
16998,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,MWC (Municipal waste combustor),Municipal Solid Waste,,,DAVIS,49011,562212,Tier 2 (Equation C-2c  steam generation),34537.6,12.19,,,,,,,,62.52,mmBtu/hr,,0.00122,,,312122471.8,tons,380789.4157,lb steam,43.46911138
16999,1007282,2012,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,MWC (Municipal waste combustor),Municipal Solid Waste,,,DAVIS,49011,562212,Tier 2 (Equation C-2c  steam generation),43033,15.18,,,,,,,,62.52,mmBtu/hr,,,,,,tons,474454.2448,lb steam,54.16144347
17000,1007282,2015,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,MWC (Municipal waste combustor),Municipal Solid Waste,,,DAVIS,49011,562212,Tier 2 (Equation C-2c  steam generation),28535.8,10.07,,,,,,,,62.52,mmBtu/hr,,,,,,tons,314617.4201,lb steam,35.9152306
18525,1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65779.1,23.21,,,,,,,,93.9,mmBtu/hr,,0.0013,,,557875498.3,tons,725238.1477,lb steam,82.78974289
18526,1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65779.1,23.21,,,,,,,,93.9,mmBtu/hr,,0.0013,,,557875498.3,tons,725238.1477,lb steam,82.78974289
18527,1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),62679.9,22.11,,,,,,,,93.9,mmBtu/hr,,0.0013,,,531591044,tons,691068.3572,lb steam,78.88908187
18528,1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),62679.9,22.11,,,,,,,,93.9,mmBtu/hr,,0.0013,,,531591044,tons,691068.3572,lb steam,78.88908187
18529,1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),63931,22.56,,,,,,,,93.9,mmBtu/hr,,0.0013,,,542201679.2,tons,704862.183,lb steam,80.46371952
18530,1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),63931,22.56,,,,,,,,93.9,mmBtu/hr,,0.0013,,,542201679.2,tons,704862.183,lb steam,80.46371952
18531,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),68946.5,24.33,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,582694446.9,tons,760159.8677,lb steam,86.7762406
18532,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),68946.5,24.33,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,582694446.9,tons,760159.8677,lb steam,86.7762406
18533,1005673,2012,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),64635.4,22.8,,,,,,,,93.9,mmBtu/hr,,,,,,tons,712628.4454,lb steam,81.35027916
18534,1005673,2012,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),64635.4,22.8,,,,,,,,93.9,mmBtu/hr,,,,,,tons,712628.4454,lb steam,81.35027916
18535,1005673,2013,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65188,23,,,,,,,,93.9,mmBtu/hr,,,,,,tons,718721.0584,lb steam,82.04578293
18536,1005673,2013,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65188,23,,,,,,,,93.9,mmBtu/hr,,,,,,tons,718721.0584,lb steam,82.04578293
18537,1005673,2018,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),64373.4,22.71,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,544045349.8,tons,709739.8015,lb steam,81.02052529
18538,1005673,2018,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),64373.4,22.71,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,544045349.8,tons,709739.8015,lb steam,81.02052529
18539,1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65117.8,22.97,,,,,,,,93.9,mmBtu/hr,,0.0013,,,552266983.3,tons,717947.0783,lb steam,81.95742903
18540,1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65117.8,22.97,,,,,,,,93.9,mmBtu/hr,,0.0013,,,552266983.3,tons,717947.0783,lb steam,81.95742903
18541,1005673,2018,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),66356.4,23.41,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,560804475.9,tons,731603.0871,lb steam,83.51633414
18542,1005673,2018,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),66356.4,23.41,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,560804475.9,tons,731603.0871,lb steam,83.51633414
18543,1005673,2011,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65239,23.02,,,,,,,,93.9,mmBtu/hr,,,,,,tons,719283.3517,lb steam,82.10997166
18544,1005673,2011,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65239,23.02,,,,,,,,93.9,mmBtu/hr,,,,,,tons,719283.3517,lb steam,82.10997166
18545,1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65774.8,23.21,,,,,,,,93.9,mmBtu/hr,,0.0013,,,557839029.8,tons,725190.7387,lb steam,82.7843309
18546,1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65774.8,23.21,,,,,,,,93.9,mmBtu/hr,,0.0013,,,557839029.8,tons,725190.7387,lb steam,82.7843309
18547,1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),64643.1,22.81,,,,,,,,93.9,mmBtu/hr,,0.0013,,,548241031.3,tons,712713.3407,lb steam,81.3599704
18548,1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),64643.1,22.81,,,,,,,,93.9,mmBtu/hr,,0.0013,,,548241031.3,tons,712713.3407,lb steam,81.3599704
18549,1005673,2012,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),65946.2,23.27,,,,,,,,93.9,mmBtu/hr,,,,,,tons,727080.4851,lb steam,83.00005538
18550,1005673,2012,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),65946.2,23.27,,,,,,,,93.9,mmBtu/hr,,,,,,tons,727080.4851,lb steam,83.00005538
18551,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),68608.5,24.21,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,579837873.8,tons,756433.2966,lb steam,86.35083294
18552,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),68608.5,24.21,,,,,,,,93.9,mmBtu/hr,,0.00130456,,,579837873.8,tons,756433.2966,lb steam,86.35083294
18553,1005673,2013,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),67022.6,23.65,,,,,,,,93.9,mmBtu/hr,,,,,,tons,738948.1808,lb steam,84.35481516
18554,1005673,2013,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),67022.6,23.65,,,,,,,,93.9,mmBtu/hr,,,,,,tons,738948.1808,lb steam,84.35481516
18555,1005673,2011,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND COUNTY,23005,562213,Tier 2 (Equation C-2c  steam generation),64725,22.84,,,,,,,,93.9,mmBtu/hr,,,,,,tons,713616.3175,lb steam,81.46304995
18556,1005673,2011,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,MWC (Municipal waste combustor),Municipal Solid Waste,,,CUMBERLAND,23005,562213,Tier 2 (Equation C-2c  steam generation),64725,22.84,,,,,,,,93.9,mmBtu/hr,,,,,,tons,713616.3175,lb steam,81.46304995
18807,1000391,2012,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER,37129,562213,Tier 2 (Equation C-2c  steam generation),0,0,,,,,113.3,mmBtu/hr,,,,,,,,,tons,0,lb steam,0
18808,1000391,2012,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER COUNTY,37129,562213,Tier 2 (Equation C-2c  steam generation),0,0,,,,,113.3,mmBtu/hr,,,,,,,,,tons,0,lb steam,0
18809,1000391,2010,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER,37129,562213,Tier 2 (Equation C-2c  steam generation),61821,21.81,,,,,113.3,mmBtu/hr,,,,,,,,,tons,681598.677,lb steam,77.80806815
18810,1000391,2010,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER COUNTY,37129,562213,Tier 2 (Equation C-2c  steam generation),61821,21.81,,,,,113.3,mmBtu/hr,,,,,,,,,tons,681598.677,lb steam,77.80806815
18811,1000391,2011,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER,37129,562213,Tier 2 (Equation C-2c  steam generation),15507,5.47,,,,,113.3,mmBtu/hr,,,,,,,,,tons,170970.2315,lb steam,19.51714972
18812,1000391,2011,NEW HANOVER COUNTY WASTEC,GP-Boilers,OCS (Other combustion source),Municipal Solid Waste,,,NEW HANOVER COUNTY,37129,562213,Tier 2 (Equation C-2c  steam generation),15507,5.47,,,,,113.3,mmBtu/hr,,,,,,,,,tons,170970.2315,lb steam,19.51714972
30299,1000362,2010,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,OCS (Other combustion source),Municipal Solid Waste,,,CAMDEN,34007,562213,Tier 2 (Equation C-2c  steam generation),263.7,0.09,,,,,154.4,mmBtu/hr,,,,,,,,,tons,2907.38699,lb steam,0.331893492
30300,1000362,2010,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,OCS (Other combustion source),Municipal Solid Waste,,,CAMDEN COUNTY,34007,562213,Tier 2 (Equation C-2c  steam generation),263.7,0.09,,,,,154.4,mmBtu/hr,,,,,,,,,tons,2907.38699,lb steam,0.331893492
33154,1004125,2010,Detroit Renewable Power LLC,GP-DRP111213,OCS (Other combustion source),Municipal Solid Waste,,,WAYNE COUNTY,26163,562213,Tier 2 (Equation C-2c  steam generation),400017,141,,,,,520,mmBtu/hr,,,,,,,,,tons,4410330.761,lb steam,503.4624156
33155,1004125,2010,Detroit Renewable Power LLC,GP-DRP111213,OCS (Other combustion source),Municipal Solid Waste,,,WAYNE,26163,562213,Tier 2 (Equation C-2c  steam generation),400017,141,,,,,520,mmBtu/hr,,,,,,,,,tons,4410330.761,lb steam,503.4624156
38161,1007911,2014,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,GP-1,OCS (Other combustion source),Municipal Solid Waste,,,HARRISONBURG CITY,51660,562213,Tier 2 (Equation C-2c  steam generation),12308.6,4.34,,,,,43.3,mmBtu/hr,,,,,,,,,tons,135706.7255,lb steam,15.49163533
38162,1007911,2011,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,GP-1,OCS (Other combustion source),Municipal Solid Waste,,,HARRISONBURG CITY,51660,562213,Tier 2 (Equation C-2c  steam generation),25240,8.9,,,,,43.3,mmBtu/hr,,,,,,,,,tons,278280.0441,lb steam,31.76712832
38163,1007911,2013,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,GP-1,OCS (Other combustion source),Municipal Solid Waste,,,HARRISONBURG CITY,51660,562213,Tier 2 (Equation C-2c  steam generation),24022,8.48,,,,,43.3,mmBtu/hr,,,,,,,,,tons,264851.1577,lb steam,30.23415042
38164,1007911,2012,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,GP-1,OCS (Other combustion source),Municipal Solid Waste,,,HARRISONBURG CITY,51660,562213,Tier 2 (Equation C-2c  steam generation),24865,8.77,,,,,43.3,mmBtu/hr,,,,,,,,,tons,274145.5347,lb steam,31.29515237
38165,1007911,2010,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,GP-1,OCS (Other combustion source),Municipal Solid Waste,,,HARRISONBURG CITY,51660,562213,Tier 2 (Equation C-2c  steam generation),33097,11.68,,,,,43.3,mmBtu/hr,,,,,,,,,tons,364906.2845,lb steam,41.65596855
45219,1002202,2012,CLEVELAND THERMAL  LLC,GP-001,OCS (Other combustion source),Municipal Solid Waste,,,CUYAHOGA COUNTY,39035,221330,Tier 2 (Equation C-2c  steam generation),560,0.2,,,,,228,mmBtu/hr,,,,,,,,,tons,6174.200662,lb steam,0.704817427
51642,1005171,2015,COVANTA RESOURCE RECOVERY FACILITY,GP-Combustors,OCS (Other combustion source),Municipal Solid Waste,,,NEW HAVEN,9009,562213,Tier 2 (Equation C-2c  steam generation),15274.5,5.39,,,,,58.3,mmBtu/hr,,,,,0.001631,,,103253731.3,tons,168406.8357,lb steam,19.22452463
51643,1005171,2015,COVANTA RESOURCE RECOVERY FACILITY,GP-Combustors,OCS (Other combustion source),Municipal Solid Waste,,,NEW HAVEN COUNTY,9009,562213,Tier 2 (Equation C-2c  steam generation),15274.5,5.39,,,,,58.3,mmBtu/hr,,,,,0.001631,,,103253731.3,tons,168406.8357,lb steam,19.22452463
52452,1005528,2013,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,OCS (Other combustion source),Municipal Solid Waste,,,OLMSTED,27109,562213,Tier 2 (Equation C-2c  steam generation),102752,36.25,,,,,186.5,mmBtu/hr,,,,,,,,,tons,1132877.619,lb steam,129.3239291
52453,1005528,2016,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,OCS (Other combustion source),Municipal Solid Waste,,,OLMSTED,27109,562213,Tier 2 (Equation C-2c  steam generation),110937.4,39.14,,,,,186.5,mmBtu/hr,,,,,0.001558448,,,784835032.4,tons,1223124.587,lb steam,139.6260944
52454,1005528,2015,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,OCS (Other combustion source),Municipal Solid Waste,,,OLMSTED,27109,562213,Tier 2 (Equation C-2c  steam generation),106273.1,37.49,,,,,186.5,mmBtu/hr,,,,,0.001558448,,,751837089,tons,1171699.008,lb steam,133.7555945
52456,1005528,2014,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,OCS (Other combustion source),Municipal Solid Waste,,,OLMSTED,27109,562213,Tier 2 (Equation C-2c  steam generation),98229.4,34.66,,,,,186.5,mmBtu/hr,,,,,0.001558448,,,694931324.6,tons,1083014.333,lb steam,123.6317732
10293,1001906,2018,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU,12089,322110,Tier 2 (Equation C-2a),9459.6,3.52,3516,short tons/year,,,,,,660,mmBtu/hr,,,mmBtu/short ton,31.29499886,3516,tons,110033.216,MMBtu,12.56086941
10294,1001906,2018,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU COUNTY,12089,322110,Tier 2 (Equation C-2a),9459.6,3.52,3516,short tons/year,,,,,,660,mmBtu/hr,,,mmBtu/short ton,31.29499886,3516,tons,110033.216,MMBtu,12.56086941
11805,1006194,2018,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221117,Tier 2 (Equation C-2a),14604.6,5.44,6874,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,9.802572928,6874,tons,67382.8863,MMBtu,7.692110309
11806,1006194,2018,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY,26119,221119,Tier 2 (Equation C-2a),14604.6,5.44,6874,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,9.802572928,6874,tons,67382.8863,MMBtu,7.692110309
11807,1006194,2018,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221119,Tier 2 (Equation C-2a),14604.6,5.44,6874,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,9.802572928,6874,tons,67382.8863,MMBtu,7.692110309
11829,1006194,2017,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221117,Tier 2 (Equation C-2a),16315,6.07,7665,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.08177274,7665,tons,77276.78802,MMBtu,8.821551143
11830,1006194,2017,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY,26119,221119,Tier 2 (Equation C-2a),16315,6.07,7665,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.08177274,7665,tons,77276.78802,MMBtu,8.821551143
11831,1006194,2017,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221119,Tier 2 (Equation C-2a),16315,6.07,7665,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.08177274,7665,tons,77276.78802,MMBtu,8.821551143
11847,1006194,2016,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221117,Tier 2 (Equation C-2a),18451.9,6.87,9143,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.34504693,9143,tons,94584.76408,MMBtu,10.7973475
11848,1006194,2016,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY,26119,221119,Tier 2 (Equation C-2a),18451.9,6.87,9143,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.34504693,9143,tons,94584.76408,MMBtu,10.7973475
11849,1006194,2016,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221119,Tier 2 (Equation C-2a),18451.9,6.87,9143,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.34504693,9143,tons,94584.76408,MMBtu,10.7973475
11856,1006194,2015,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221117,Tier 2 (Equation C-2a),21920.8,8.16,9625,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.10516314,9625,tons,97262.19524,MMBtu,11.10299032
11857,1006194,2015,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY,26119,221119,Tier 2 (Equation C-2a),21920.8,8.16,9625,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.10516314,9625,tons,97262.19524,MMBtu,11.10299032
11858,1006194,2015,HILLMAN POWER COMPANY,EUBOILER,S (Stoker Boiler),Tires,,,MONTMORENCY COUNTY,26119,221119,Tier 2 (Equation C-2a),21920.8,8.16,9625,short tons/year,,,,,,300,mmBtu/hr,,,mmBtu/short ton,10.10516314,9625,tons,97262.19524,MMBtu,11.10299032
10277,1001906,2017,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU,12089,322110,Tier 2 (Equation C-2a),6896.5,2.57,2566,short tons/year,31.2628,mmBtu/short ton,,,,660,mmBtu/hr,,,,,2566,tons,80220.3448,MMBtu,9.157573607
10278,1001906,2017,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU COUNTY,12089,322110,Tier 2 (Equation C-2a),6896.5,2.57,2566,short tons/year,31.2628,mmBtu/short ton,,,,660,mmBtu/hr,,,,,2566,tons,80220.3448,MMBtu,9.157573607
10283,1001906,2014,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU,12089,322110,Tier 2 (Equation C-2a),4363,1.62,1581,short tons/year,32.1,mmBtu/short ton,,,,660,mmBtu/hr,,,,,1581,tons,50750.1,MMBtu,5.793390411
10284,1001906,2014,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU COUNTY,12089,322110,Tier 2 (Equation C-2a),4363,1.62,1581,short tons/year,32.1,mmBtu/short ton,,,,660,mmBtu/hr,,,,,1581,tons,50750.1,MMBtu,5.793390411
10289,1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU,12089,322110,Tier 2 (Equation C-2a),12847.4,4.78,4692,short tons/year,31.85,mmBtu/short ton,,,,660,mmBtu/hr,,,,,4692,tons,149440.2,MMBtu,17.05938356
10290,1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU COUNTY,12089,322110,Tier 2 (Equation C-2a),12847.4,4.78,4692,short tons/year,31.85,mmBtu/short ton,,,,660,mmBtu/hr,,,,,4692,tons,149440.2,MMBtu,17.05938356
10297,1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU,12089,322110,Tier 2 (Equation C-2a),6623.1,2.47,2418,short tons/year,31.8607,mmBtu/short ton,,,,660,mmBtu/hr,,,,,2418,tons,77039.1726,MMBtu,8.794426096
10298,1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,BFB (Boiler  bubbling fluidized bed),Tires,,,NASSAU COUNTY,12089,322110,Tier 2 (Equation C-2a),6623.1,2.47,2418,short tons/year,31.8607,mmBtu/short ton,,,,660,mmBtu/hr,,,,,2418,tons,77039.1726,MMBtu,8.794426096
921,1004901,2012,International Paper-Port Wentworth,PB04,S (Stoker Boiler),Wood and Wood Residuals,,,CHATHAM,13051,322110,Tier 2 (Equation C-2c  steam generation),255039.5,87.01,,,,,,,,915,mmBtu/hr,,,,,,tons,2718971.215,lb steam,310.3848419
922,1004901,2012,International Paper-Port Wentworth,PB04,S (Stoker Boiler),Wood and Wood Residuals,,,CHATHAM COUNTY,13051,322110,Tier 2 (Equation C-2c  steam generation),255039.5,87.01,,,,,,,,915,mmBtu/hr,,,,,,tons,2718971.215,lb steam,310.3848419
