index,FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,TIER,CO2_COMBUSTION_EMISSIONS,CH4_COMBUSTION_EMISSIONS,FUEL_QUANTITY,FUEL_QUANTITY_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
76280,1005835,Arcosa LW BR  LLC Livingston DIV,1119,SUMTER COUNTY,212325,2014,GP-Kiln gas,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),1,0,17863,scf/year,101,mmBtu/hr,,,,,17863,scf,18.39889,MMBtu,0.00210033
76345,1007296,Cargill Malt,38093,STUTSMAN COUNTY,311213,2015,GP- Kiln Heaters  1 - 6,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,60,mmBtu/hr,,,,,0,scf,0,MMBtu,0
76448,1006427,EXIDE TECHNOLOGIES,6037,LOS ANGELES,331492,2015,GP-Furnace Pots,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,2.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
76449,1006427,EXIDE TECHNOLOGIES,6037,LOS ANGELES COUNTY,331492,2015,GP-Furnace Pots,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,2.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
76498,1006568,National Beef California  LP,6025,IMPERIAL COUNTY,311611,2015,GP-Combustion Units,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,29.4,mmBtu/hr,,,,,0,scf,0,MMBtu,0
76984,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT,331315,2017,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,21.4,mmBtu/hr,42.8,,,,0,scf,0,MMBtu,0
76985,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT COUNTY,331315,2017,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,21.4,mmBtu/hr,42.8,,,,0,scf,0,MMBtu,0
76988,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT,331315,2016,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,21.4,mmBtu/hr,,,,,0,scf,0,MMBtu,0
76989,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT COUNTY,331315,2016,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,21.4,mmBtu/hr,,,,,0,scf,0,MMBtu,0
77175,1009877,Emerald Contura  LLC,42059,GREENE,212112,2017,GP- Various Building Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,0.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
77176,1009877,Emerald Contura  LLC,42059,GREENE,212112,2018,GP- Various Building Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,0.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
77270,1004212,SIERRA MADERA COMPRESSION FACILITY,48443,Terrell,486990,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,60.2,mmBtu/hr,,,,,0,scf,0,MMBtu,0
77436,1004297,MITCHELL COMPRESSOR STATION,48371,PECOS,486990,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,83.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
77437,1004297,MITCHELL COMPRESSOR STATION,48371,PECOS COUNTY,486990,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,83.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78246,1002980,COBB STORAGE FIELD STATION 017,30093,SILVER BOW COUNTY,486210,2014,GP-Cobb Storage,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,17.9,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78440,1002259,SABINE PASS LNG LP - SABINE PASS LNG IMPORT TERMINAL,22023,CAMERON,221210,2017,GP-SCVs Aggregated Reporting Group,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,108,mmBtu/hr,2592,,,,0,scf,0,MMBtu,0
78441,1002259,SABINE PASS LNG LP - SABINE PASS LNG IMPORT TERMINAL,22023,CAMERON,221210,2018,GP-SCVs Aggregated Reporting Group,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,108,mmBtu/hr,2592,,,,0,scf,0,MMBtu,0
78527,1000774,Greenidge Generation LLC,36123,Yates,221112,2014,GP-0002,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,15,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78534,1002414,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,49037,SAN JUAN COUNTY,211130,2018,GP-03,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,66.9,mmBtu/hr,133.8,,,,0,scf,0,MMBtu,0
78535,1002414,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,49037,SAN JUAN,211111,2018,GP-03,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,66.9,mmBtu/hr,133.8,,,,0,scf,0,MMBtu,0
78536,1002414,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,49037,SAN JUAN COUNTY,211111,2018,GP-03,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,66.9,mmBtu/hr,133.8,,,,0,scf,0,MMBtu,0
78630,1004299,PIKES PEAK GAS PLANT,48371,PECOS,211111,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,36.1,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78631,1004299,PIKES PEAK GAS PLANT,48371,PECOS COUNTY,211111,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,36.1,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78697,1007734,Terrell Compressor Station,48443,TERRELL COUNTY,486990,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,83.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
78698,1007734,Terrell Compressor Station,48443,TERRELL,486990,2014,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),0,0,0,scf/year,83.5,mmBtu/hr,,,,,0,scf,0,MMBtu,0
26236,1006491,PACIFIC ETHANOL CANTON  LLC,17057,FULTON,325193,2010,Nebraska Boiler (Gas),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1),151.1,0.03,,,,,,3090,mmBtu/hr,lbs/hr,2764776.275,scf,2847.719563,MMBtu,0.325082142
27534,1005431,KRIPPLE KREEK GAS PLANT,48337,MONTAGUE COUNTY,211111,2011,EG Reboiler,PRH (Process Heater),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1b  natural gas billing in mmBtu),0,0,,,,,,0.095078616,mmBtu/hr,mmBTU/yr,0,scf,0,MMBtu,0
27535,1005431,KRIPPLE KREEK GAS PLANT,48337,MONTAGUE COUNTY,211130,2011,EG Reboiler,PRH (Process Heater),Natural Gas (Weighted U.S. Average),,,Tier 1 (Equation C-1b  natural gas billing in mmBtu),0,0,,,,,,0.095078616,mmBtu/hr,mmBTU/yr,0,scf,0,MMBtu,0
,1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2018,P31,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,5.108,mmBtu/hr,,0,scf,0,MMBtu,0
,1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2018,P30,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,10,mmBtu/hr,,0,scf,0,MMBtu,0
,1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2018,P32,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,15,mmBtu/hr,,0,scf,0,MMBtu,0
,1004017,CASCADE PACIFIC PULP HALSEY PULP MILL,41043,LINN COUNTY,322110,2017,PB1EU,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),5.7,0,,,,,,229,mmBtu/hr,,36802.87605,scf,92.74324764,MMBtu,0.010587129
,1004017,CASCADE PACIFIC PULP HALSEY PULP MILL,41043,LINN,322110,2017,PB1EU,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),5.7,0,,,,,,229,mmBtu/hr,,36802.87605,scf,92.74324764,MMBtu,0.010587129
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B018 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2010,B015 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,14,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B014 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,14,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2011,B016 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2010,B017 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B019 [Bldg 91],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0.4,,,,,,,12.56,mmBtu/hr,,2582.657968,scf,6.50829808,MMBtu,0.000742956
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2011,B017 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0.1,0,,,,,,16,mmBtu/hr,,645.6644921,scf,1.62707452,MMBtu,0.000185739
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2011,B018 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2011,B014 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,14,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2010,B014 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,14,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B016 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B015 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,14,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2010,B018 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2010,B016 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002876,U.S. AIR FORCE ROBINS AFB GA,13153,HOUSTON COUNTY,928110,2012,B017 [Bldg 59],OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,16,mmBtu/hr,,0,scf,0,MMBtu,0
,1002057,MILLERCOORS LLC,13095,DOUGHERTY,312120,2011,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),1.7,0,,,,,,116,mmBtu/hr,,10976.29637,scf,27.66026684,MMBtu,0.003157565
,1002057,MILLERCOORS LLC,13095,DOUGHERTY COUNTY,312120,2011,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),1.7,0,,,,,,116,mmBtu/hr,,10976.29637,scf,27.66026684,MMBtu,0.003157565
,1002057,MILLERCOORS LLC,13095,DOUGHERTY,312120,2010,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0.6,0,,,,,,116,mmBtu/hr,,3873.986952,scf,9.76244712,MMBtu,0.001114435
,1002057,MILLERCOORS LLC,13095,DOUGHERTY COUNTY,312120,2010,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0.6,0,,,,,,116,mmBtu/hr,,3873.986952,scf,9.76244712,MMBtu,0.001114435
,1002057,MILLERCOORS LLC,13095,DOUGHERTY,312120,2012,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),1.7,,,,,,,116,mmBtu/hr,,10976.29637,scf,27.66026684,MMBtu,0.003157565
,1002057,MILLERCOORS LLC,13095,DOUGHERTY COUNTY,312120,2012,Propane Light Off Fuel,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),1.7,,,,,,,116,mmBtu/hr,,10976.29637,scf,27.66026684,MMBtu,0.003157565
,1000680,Presque Isle,26103,Marquette,221112,2010,GP2,OB (Boiler  other),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,2,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN COUNTY,325188,2011,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.1,0,,,210,mmBtu/hr,,,,,645.6644921,scf,1.62707452,MMBtu,0.000185739
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN COUNTY,325180,2011,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.1,0,,,210,mmBtu/hr,,,,,645.6644921,scf,1.62707452,MMBtu,0.000185739
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN,325188,2011,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.1,0,,,210,mmBtu/hr,,,,,645.6644921,scf,1.62707452,MMBtu,0.000185739
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN COUNTY,325188,2012,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,210,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN COUNTY,325180,2012,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,210,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1007270,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,45003,AIKEN,325188,2012,GP- Burma Road Biomass Boilers,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,210,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2010,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),5.4,0,,,107,mmBtu/hr,,,,,34865.88257,scf,87.86202408,MMBtu,0.010029911
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2010,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),5.4,0,,,107,mmBtu/hr,,,,,34865.88257,scf,87.86202408,MMBtu,0.010029911
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2011,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),4.5,0,,,107,mmBtu/hr,,,,,29054.90214,scf,73.2183534,MMBtu,0.00835826
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2011,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),4.5,0,,,107,mmBtu/hr,,,,,29054.90214,scf,73.2183534,MMBtu,0.00835826
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2012,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),4.5,0,,,107,mmBtu/hr,,,,,29054.90214,scf,73.2183534,MMBtu,0.00835826
,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2012,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),4.5,0,,,107,mmBtu/hr,,,,,29054.90214,scf,73.2183534,MMBtu,0.00835826
,1007218,SINCLAIR CASPER REFINING COMPANY,56025,NATRONA,324110,2014,GP-3,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.2,,,,59,mmBtu/hr,,,,,1291.328984,scf,3.25414904,MMBtu,0.000371478
,1005367,US ARMY - FORT BELVOIR,51059,FAIRFAX,928110,2011,GP-oil  natural gas and propane units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),1.8,0,,,32.2,mmBtu/hr,,,,,11621.96086,scf,29.28734136,MMBtu,0.003343304
,1003440,U S ARMY FORT BENNING MANEUVER CENTER OF EXCELLENCE,13215,MUSCOGEE,928110,2012,GP-Facility Wide Summary,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),1.9,,,,36.1,mmBtu/hr,,,,,12267.62535,scf,30.91441588,MMBtu,0.003529043
,1006319,MINN DAK FARMERS COOPERATIVE,38077,RICHLAND,311313,2012,GP-2 Propane Fired Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,0.75,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1006319,MINN DAK FARMERS COOPERATIVE,38077,RICHLAND COUNTY,311313,2012,GP-2 Propane Fired Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,0.75,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1004062,US MARINE CORPS BASE CAMP LEJEUNE,37133,ONSLOW,928110,2012,GP-Propane Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,0.41,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2018,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),2.2,0,,,122,mmBtu/hr,455,,,,14204.61883,scf,35.79563944,MMBtu,0.00408626
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2010,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.1,0,,,122,mmBtu/hr,,,,,645.6644921,scf,1.62707452,MMBtu,0.000185739
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2014,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.3,,,,122,mmBtu/hr,,,,,1936.993476,scf,4.88122356,MMBtu,0.000557217
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2013,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.4,,,,122,mmBtu/hr,,,,,2582.657968,scf,6.50829808,MMBtu,0.000742956
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2017,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.7,0,,,122,mmBtu/hr,455,,,,4519.651444,scf,11.38952164,MMBtu,0.001300174
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2016,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.8,,,,122,mmBtu/hr,,,,,5165.315937,scf,13.01659616,MMBtu,0.001485913
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2015,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.6,,,,122,mmBtu/hr,,,,,3873.986952,scf,9.76244712,MMBtu,0.001114435
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2011,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,122,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,48439,TARRANT COUNTY,336411,2012,GP-AFP #4 Stationary Combustion Units,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.3,,,,122,mmBtu/hr,,,,,1936.993476,scf,4.88122356,MMBtu,0.000557217
,1006766,MONTANA WASTE SYSTEMS - HIGHPLAINS SANITARY LANDFILL,30013,CASCADE COUNTY,562212,2017,GP-Heaters,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,0.2,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES,322110,2012,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES COUNTY,322110,2012,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES,322110,2010,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES COUNTY,322110,2010,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES,322110,2011,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1006703,International Paper - Columbus Mill,28087,LOWNDES COUNTY,322110,2011,RMSA Steam Generator,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,0,,,,,,0.5,mmBtu/hr,,0,scf,0,MMBtu,0
,1001523,Will County,17197,Will,221112,2012,GP-Tioga Space Heaters Propane (4),OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,4,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1002163,University of Rochester,36055,MONROE,611310,2013,GP-1  FACILITY LEVEL REPORTING,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),10.8,,,,245,mmBtu/hr,,,,,69731.76514,scf,175.7240482,MMBtu,0.020059823
,1002596,APPVION - APPLETON PLT,55087,OUTAGAMIE COUNTY,322222,2013,GP-Aggregation Unit A1,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,91.9,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1002596,APPVION - APPLETON PLT,55087,OUTAGAMIE COUNTY,322230,2013,GP-Aggregation Unit A1,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0,,,,91.9,mmBtu/hr,,,,,0,scf,0,MMBtu,0
,1002266,NUCOR STEEL - BERKELEY,45015,BERKELEY,331111,2018,GP-2,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.7,0,,,13.8,mmBtu/hr,27.6,,,,4519.651444,scf,11.38952164,MMBtu,0.001300174
,1002266,NUCOR STEEL - BERKELEY,45015,BERKELEY COUNTY,331110,2018,GP-2,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.7,0,,,13.8,mmBtu/hr,27.6,,,,4519.651444,scf,11.38952164,MMBtu,0.001300174
,1002266,NUCOR STEEL - BERKELEY,45015,BERKELEY COUNTY,331111,2018,GP-2,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.7,0,,,13.8,mmBtu/hr,27.6,,,,4519.651444,scf,11.38952164,MMBtu,0.001300174
,1002266,NUCOR STEEL - BERKELEY,45015,BERKELEY,331111,2015,GP-2,OCS (Other combustion source),Propane Gas,,,Tier 1 (Equation C-1),0.4,0,,,13.8,mmBtu/hr,,,,,2582.657968,scf,6.50829808,MMBtu,0.000742956
